station_id,name_primary,name_latin,lat,lon,country_code,esr_code,osm_node_id,osm_way_id,osm_relation_id,wikidata_id,wikipedia_ru,parovoz_url,railwayz_id,current_status,geometry_quality,notes,created_at,updated_at
FI.STN.Haksi,Haksi,Haksi,60.4082138,25.5546992,FI,,10072796923,,,,,,,open,exact,,,
FI.STN.Huittisten_linja-autoasema,Huittisten linja-autoasema,Huittisten linja-autoasema,61.1782035,22.7022248,FI,,10081601592,,,,,,,open,exact,,,
FI.STN.Kaitaa,Kaitaa,Kaitaa,60.149608,24.6910563,FI,E0015,10130123166,,,,,,,open,exact,,,
FI.STN.Finnoo,Finnoo,Finnoo,60.1530493,24.7118863,FI,,10132487357,,,,,,,open,exact,,,
FI.STN.Soukka,Soukka,Soukka,60.141709,24.6693519,FI,E0018,10149093206,,,,,,,open,exact,,,
FI.STN.Espoonlahti,Espoonlahti,Espoonlahti,60.1496441,24.6544857,FI,E0020,10171507774,,,,,,,open,exact,,,
FI.STN.Ruoholahti_Kellosaaren_laituri,Ruoholahti (Kellosaaren laituri),Ruoholahti (Kellosaaren laituri),60.1614762,24.9118061,FI,,10176624396,,,,,,,open,exact,,,
FI.STN.Kivenlahti,Kivenlahti,Kivenlahti,60.1554592,24.6363448,FI,,10188456673,,,Q18660079,fi:Kivenlahden metroasema,,,open,exact,,,
FI.STN.Porvoo,Porvoo,Porvoo,60.3966607,25.6481326,FI,Prv,10767976264,,,Q10433219,fi:Porvoon rautatieasema,,,open,exact,,,
FI.STN.Kiiala,Kiiala,Kiiala,60.4067278,25.6134359,FI,,10767976265,,,,,,,open,exact,,,
FI.STN.Hinthaara,Hinthaara,Hinthaara,60.400235,25.4789661,FI,Hh,10866998868,,,Q5482922,fi:Hinthaaran rautatieasema,,,open,exact,,,
FI.STN.Sarkanniemi,Särkänniemi,Sarkanniemi,61.500649,23.7372988,FI,SÄR,11096838384,,,,,,,open,exact,,,
FI.STN.Santalahti,Santalahti,Santalahti,61.5056934,23.7154021,FI,SAN,11096838385,,,Q121299819,,,,open,exact,,,
FI.STN.Tikkutehdas,Tikkutehdas,Tikkutehdas,61.5037228,23.7222017,FI,TIK,11096838386,,,Q121299856,,,,open,exact,,,
FI.STN.Sarkanniemi_B,Särkänniemi B,Sarkanniemi B,61.5004587,23.7373252,FI,0851,11097525913,,,,,,,open,exact,,,
FI.STN.Tikkutehdas_B,Tikkutehdas B,Tikkutehdas B,61.5036249,23.722471,FI,0853,11097525914,,,,,,,open,exact,,,
FI.STN.Santalahti_B,Santalahti B,Santalahti B,61.5055574,23.7158528,FI,0855,11097525915,,,,,,,open,exact,,,
FI.STN.Santalahti_A,Santalahti A,Santalahti A,61.5057918,23.7151039,FI,0854,11097525916,,,,,,,open,exact,,,
FI.STN.Tikkutehdas_A,Tikkutehdas A,Tikkutehdas A,61.503814,23.7219662,FI,0852,11097525917,,,,,,,open,exact,,,
FI.STN.Espoonlahti_M,Espoonlahti (M),Espoonlahti (M),60.1508918,24.6533611,FI,,11346510415,,,,,,,open,exact,,,
FI.STN.Bus_station_Alavus,Bus station Alavus,Bus station Alavus,62.5890763,23.6143536,FI,,11427242408,,,,,,,open,exact,,,
FI.STN.Myllyranta,Myllyranta,Myllyranta,61.3141846,23.7470748,FI,,11449444434,,,,,,,open,exact,,,
FI.STN.Lempaala_Canal,Lempäälä Canal,Lempäälä Canal,61.3070378,23.7562993,FI,,11449444435,,,,,,,open,exact,,,
FI.STN.Sysma,Sysmä,Sysma,61.5026083,25.68498,FI,,11710723263,,,,,,,open,exact,,,
FI.STN.Simo,Simo,Simo,65.6621342,25.0576652,FI,,11711228100,,,,,,,open,exact,,,
FI.STN.Meritullintori,Meritullintori,Meritullintori,60.1695634,24.9595521,FI,,11822670795,,,,,,,open,exact,,,
FI.STN.Rauma_bus_station,Rauma bus station,Rauma bus station,61.1306997,21.5118876,FI,,11865386506,,,,,,,open,exact,,,
FI.STN.Ali-Vekkoski,Ali-Vekkoski,Ali-Vekkoski,60.3921496,25.429028,FI,,11964017895,,,,,,,open,exact,,,
FI.STN.Keuruun_linja-autoasema,Keuruun linja-autoasema,Keuruun linja-autoasema,62.2597378,24.7010661,FI,,11998083598,,,,,,,open,exact,,,
FI.STN.Saarua_Top,Saarua Top,Saarua Top,66.1689949,29.1551181,FI,,12211891907,,,,,,,open,exact,,,
FI.STN.Hiedanranta,Hiedanranta,Hiedanranta,61.5120176,23.686013,FI,,12384234495,,,Q131693957,,,,open,exact,,,
FI.STN.Tehdas,Tehdas,Tehdas,61.5171668,23.6819698,FI,,12384234500,,,,,,,open,exact,,,
FI.STN.Niemenranta,Niemenranta,Niemenranta,61.5225442,23.6953627,FI,,12384252830,,,Q131693952,,,,open,exact,,,
FI.STN.Lentavanniemi,Lentävänniemi,Lentavanniemi,61.5267537,23.7020184,FI,,12384252831,,,Q131693951,,,,open,exact,,,
FI.STN.Pyhallonpuisto,Pyhällönpuisto,Pyhallonpuisto,61.5291427,23.7043336,FI,PPU,12384252832,,,Q131693950,,,,open,exact,,,
FI.STN.Niemen_kartano,Niemen kartano,Niemen kartano,61.5207273,23.6841356,FI,,12384258901,,,Q131693954,,,,open,exact,,,
FI.STN.Hiedanranta_A,Hiedanranta A,Hiedanranta A,61.5120897,23.6856332,FI,0860,12508803879,,,,,,,open,exact,,,
FI.STN.Hiedanranta_B,Hiedanranta B,Hiedanranta B,61.5119356,23.6864092,FI,0861,12508803880,,,,,,,open,exact,,,
FI.STN.Tehdas_B,Tehdas B,Tehdas B,61.517012,23.6818659,FI,0865,12508803881,,,,,,,open,exact,,,
FI.STN.Tehdas_A,Tehdas A,Tehdas A,61.5173683,23.6820808,FI,0864,12508803882,,,,,,,open,exact,,,
FI.STN.Niemen_kartano_B,Niemen kartano B,Niemen kartano B,61.520597,23.6837952,FI,0867,12508803883,,,,,,,open,exact,,,
FI.STN.Niemen_kartano_A,Niemen kartano A,Niemen kartano A,61.5208277,23.6843978,FI,0866,12508803884,,,,,,,open,exact,,,
FI.STN.Niemenranta_B,Niemenranta B,Niemenranta B,61.5225784,23.6950092,FI,0869,12508803885,,,,,,,open,exact,,,
FI.STN.Niemenranta_A,Niemenranta A,Niemenranta A,61.5225192,23.6956985,FI,0868,12508803886,,,,,,,open,exact,,,
FI.STN.Pyhallonpuisto_B,Pyhällönpuisto B,Pyhallonpuisto B,61.5289687,23.704334,FI,0873,12508803887,,,,,,,open,exact,,,
FI.STN.Kemi_Sahansaari,Kemi Sahansaari,Kemi Sahansaari,65.7548688,24.5356461,FI,Shs,12543934992,,,,,,,open,exact,,,
FI.STN.Naantalin_satama,Naantalin satama,Naantalin satama,60.4579535,22.0434584,FI,,12545989924,,,,,,,open,exact,,,
FI.STN.Loimaan_linja-autoasema,Loimaan linja-autoasema,Loimaan linja-autoasema,60.8480515,23.0600302,FI,,12561417775,,,,,,,open,exact,,,
FI.STN.Pernion_linja-autoasema,Perniön linja-autoasema,Pernion linja-autoasema,60.2045158,23.1199786,FI,,12690999934,,,,,,,open,exact,,,
FI.STN.Kantasataman_paikallisliikenneterminaali_Kotka,Kantasataman paikallisliikenneterminaali (Kotka),Kantasataman paikallisliikenneterminaali (Kotka),60.4696014,26.9505896,FI,K1400,12944434836,,,,,,,open,exact,,,
FI.STN.Svartholma,Svartholma,Svartholma,60.3809975,26.2985634,FI,,13048849106,,,,,,,open,exact,,,
FI.STN.Laukon_kartano,Laukon kartano,Laukon kartano,61.3301401,23.5163359,FI,,13092625029,,,,,,,open,exact,,,
FI.STN.Ilola,Ilola,Ilola,61.2299359,23.8751538,FI,,13104721553,,,,,,,open,exact,,,
FI.STN.Kuusankoski,Kuusankoski,Kuusankoski,60.9208606,26.6564877,FI,,13105894063,,,,,,,open,exact,,,
FI.STN.Nuojua,Nuojua,Nuojua,64.5632261,26.6729327,FI,Nua,13113486276,,,,,,,open,exact,,,
GE.STN.Gardabani,Gardabani,Gardabani,41.4754301,45.0980046,GE,562603,184610043,,,Q132473543,,,,open,exact,,,
GE.STN.Khashuri,Khashuri,Khashuri,41.9990489,43.6012787,GE,,274201993,,,,,,,open,exact,,,
GE.STN.Kareli,Kareli,Kareli,42.0209202,43.9034915,GE,578809,280077862,,,,,,,open,exact,,,
GE.STN.Varketili,Varketili,Varketili,41.6918395,44.8709229,GE,,288582354,,,,,,,open,exact,,,
GE.STN.300_Aragveli,300 Aragveli,300 Aragveli,41.6879948,44.8262332,GE,,288584312,,,Q2066652,ka:300 არაგველი (თბილისის მეტრო),,,open,exact,,,
GE.STN.Isani,Isani,Isani,41.6866252,44.8399633,GE,,288584317,,,Q3545116,ka:ისანი (თბილისის მეტრო),,,open,exact,,,
GE.STN.Zestafoni,Zestafoni,Zestafoni,42.107972,43.0390879,GE,576004,288626049,,,,,,,open,exact,,,
GE.STN.Supsa,Supsa,Supsa,42.0411131,41.8136054,GE,570602,288626829,,,,,,,open,exact,,,
GE.STN.Rustaveli,Rustaveli,Rustaveli,41.703497,44.7896467,GE,,289358478,,,Q1631672,ka:რუსთაველი (თბილისის მეტრო),,,open,exact,,,
GE.STN.Tavisuplebis_Moedani,Tavisuplebis Moedani,Liberty Square,41.6945248,44.800563,GE,,289358479,,,Q2028202,ka:თავისუფლების მოედანი (თბილისის მეტრო),,,open,exact,,,
GE.STN.Avlabari,Avlabari,Avlabari,41.6921697,44.8157952,GE,,289381406,,,,,,,open,exact,,,
GE.STN.Sadguris_Moedani-1,Sadguris Moedani-1,Station Square-1,41.7225285,44.797706,GE,,289381738,,,,,,,open,exact,,,
GE.STN.Nadzaledevi,Nadzaledevi,Nadzaledevi,41.7334036,44.7964257,GE,,289383777,,,Q1750859,ka:ნაძალადევი (თბილისის მეტრო),,,open,exact,,,
GE.STN.Marjanishvili,Marjanishvili,Marjanishvili,41.7095941,44.7968749,GE,,289384125,,,Q1891659,ka:მარჯანიშვილი (თბილისის მეტრო),,,open,exact,,,
GE.STN.State_University,State University,State University,41.7228253,44.7185112,GE,,358503996,,,Q4146738,ka:სახელმწიფო უნივერსიტეტი (თბილისის მეტრო),,,open,exact,,,
GE.STN.Akhmeteli_Theatre,Akhmeteli Theatre,Akhmeteli Theatre,41.7910558,44.8149983,GE,,437955651,,,Q2469715,ka:ახმეტელის თეატრი (თბილისის მეტრო),,,open,exact,,,
GE.STN.Sarajishvili,Sarajishvili,Sarajishvili,41.7840776,44.7998376,GE,,437955697,,,,,,,open,exact,,,
GE.STN.Guramishvili,Guramishvili,Guramishvili,41.7757645,44.7955795,GE,,437955726,,,Q2029309,ka:გურამიშვილი (თბილისის მეტრო),,,open,exact,,,
GE.STN.Sukhum,Sukhum,Sukhum,43.0065983,40.9960192,GE,573909,504895671,,,Q4447452,ru:Сухум (станция),,,open,exact,,,
GE.STN.Gagripsh,Gagripsh,Gagripsh,43.3016715,40.2567749,GE,574314,506420760,,,Q4131455,,,,open,exact,,,
GE.STN.Adzkhyda,Adzkhyda,Adzkhyda,43.2760337,40.2715284,GE,,506422215,,,,,,,open,exact,,,
GE.STN.Bzypta,Bzypta,Bzypta,43.2255951,40.3524963,GE,574206,506487924,,,Q4086170,,,,open,exact,,,
GE.STN.Novyy_Afon,Novyy Afon,Novyy Afon,43.0811594,40.8384045,GE,574032,506660194,,,Q4326567,ru:Новый Афон (станция),,,open,exact,,,
GE.STN.Psyrtskha,Psyrtskha,Psyrdzkha,43.0920264,40.8154522,GE,574047,506661455,,,Q801338,ru:Псырцха (платформа),,,open,exact,,,
GE.STN.Gudauta,Gudauta,Gudauta,43.1077729,40.6160485,GE,574102,506825034,,,Q4151512,ru:Гудаута (станция),,,open,exact,,,
GE.STN.Shulaveri,Shulaveri,Shulaveri,41.3691651,44.8420457,GE,564505,618739991,,,,,,,open,exact,,,
GE.STN.Marneuli,Marneuli,Marneuli,41.4878836,44.8068504,GE,564100,618740053,,,,,,,open,exact,,,
GE.STN.Marabda,Marabda,Marabda,41.5462555,44.8031892,GE,563038,618740140,,,,,,,open,exact,,,
GE.STN.Gotsiridze,Gotsiridze,Gotsiridze,41.7429401,44.7840452,GE,,725175525,,,Q653494,ka:გოცირიძე (თბილისის მეტრო),,,open,exact,,,
GE.STN.Samgori,Samgori,Samgori,41.6854845,44.8544654,GE,,729529330,,,Q3545105,ka:სამგორი (თბილისის მეტრო),,,open,exact,,,
GE.STN.Station_Square-2,Station Square-2,Station Square-2,41.7226243,44.7963247,GE,,729551828,,,,,,,open,exact,,,
GE.STN.Technical_University,Technical University,Technical University,41.7203488,44.7766431,GE,,729551832,,,Q1638726,ka:ტექნიკური უნივერსიტეტი (თბილისის მეტრო),,,open,exact,,,
GE.STN.Medical_University,Medical University,Medical University,41.7272794,44.7638395,GE,,729561142,,,Q1375904,ka:სამედიცინო უნივერსიტეტი (თბილისის მეტრო),,,open,exact,,,
GE.STN.Delisi,Delisi,Delisi,41.7254865,44.7453411,GE,,729562894,,,Q1184311,ka:დელისი (თბილისის მეტრო),,,open,exact,,,
GE.STN.Vazha-Pshavela,Vazha-Pshavela,Vazha-Pshavela,41.7240341,44.730853,GE,,729562896,,,Q1346764,ka:ვაჟა-ფშაველა (თბილისის მეტრო),,,open,exact,,,
GE.STN.Tsereteli,Tsereteli,Tsereteli,41.7264122,44.7876612,GE,,729578803,,,Q191599,ka:წერეთელი (თბილისის მეტრო),,,open,exact,,,
GE.STN.Gachiani,Gachiani,Gachiani,41.6050652,44.9896587,GE,562800,773511609,,,,,,,open,exact,,,
GE.STN.Avchala,Avchala,Avchala,41.8073356,44.7940694,GE,560307,775315333,,,Q132527590,,,,open,exact,,,
GE.STN.Grakali,Grakali,Grakali,41.9473532,44.2767256,GE,579591,882253614,,,,,,,open,exact,,,
GE.STN.Makhinjauri,Makhinjauri,Makhinjauri,41.6773609,41.6964211,GE,571335,900946776,,,,,,,open,exact,,,
GE.STN.Ochkhamuri,Ochkhamuri,Ochkhamuri,41.8571241,41.8295659,GE,571091,900946839,,,,,,,open,exact,,,
GE.STN.Chakvi,Chakvi,Chakvi,41.7337759,41.7324592,GE,571301,900946845,,,,,,,open,exact,,,
GE.STN.Ajameti,Ajameti,Ajameti,42.1950696,42.7948178,GE,575694,902313847,,,,,,,open,exact,,,
GE.STN.Rioni,Rioni,Rioni,42.198543,42.7091464,GE,575105,902313855,,,,,,,open,exact,,,
GE.STN.Sajavakho,Sajavakho,Sajavakho,42.10393,42.2918835,GE,570205,902313860,,,,,,,open,exact,,,
GE.STN.Jumati,Jumati,Jumati,42.0747815,41.9074474,GE,570506,902313866,,,,,,,open,exact,,,
GE.STN.Kutaisi_International_Airport,Kutaisi International Airport,Kutaisi International Airport,42.1897882,42.488545,GE,,902313867,,,,,,,open,exact,,,
GE.STN.Anacopia_Hall,Anacopia Hall,Anacopia Hall,43.0983744,40.8131586,GE,,920578848,,,,,,,open,exact,,,
GE.STN.Hall_Abkhazia,Hall Abkhazia,Hall Abkhazia,43.1015077,40.8142923,GE,,920579637,,,,,,,open,exact,,,
GE.STN.Borjomi-Parki,Borjomi-Parki,Borjomi-Parki,41.8416601,43.3851393,GE,577613,929095249,,,Q132527642,,,,open,exact,,,
GE.STN.Akhaldaba,Akhaldaba,Akhaldaba,41.9354008,43.4913667,GE,577505,929120022,,,,,,,open,exact,,,
GE.STN.17_km,17 km,17 km,41.9260976,43.4888907,GE,,929127221,,,,,,,open,exact,,,
GE.STN.Abaata,Abaata,Abaata,43.3271777,40.2232218,GE,574329,941690746,,,Q4054168,ru:Абаата (остановочный пункт),,,open,exact,,,
GE.STN.Gagra,Gagra,Gagra,43.2623555,40.2838388,GE,574304,941843160,,,Q4131450,,,,open,exact,,,
GE.STN.Mysha,Мҷышьҭа,Mҷyshҭa,43.1725701,40.5352083,GE,574121,945100062,,,,,,,open,exact,,,
GE.STN.Navtlughi,Navtlughi,Navtlughi,41.6859802,44.8546239,GE,560101,945217529,,,Q4314638,,,,open,exact,,,
GE.STN.Ingiri,Ingiri,Ingiri,42.4973177,41.8099566,GE,,947917958,,,,,,,open,exact,,,
GE.STN.Ochamchira,Ochamchira,Ochamchira,42.7157945,41.4748991,GE,573307,948897197,,,Q4340649,ru:Очамчыра (станция),,,open,exact,,,
GE.STN.Dranda,Dranda,Dranda,42.8737017,41.1410066,GE,573805,958416455,,,Q4167692,ru:Дранда (станция),,,open,exact,,,
GE.STN.Tqwarchal,Tqwarchal,Tqwarchal,42.8446631,41.674282,GE,573400,977466425,,,Q270535,en:Tkvarcheli,,,open,exact,,,
GE.STN.Pochtovaya_ulitsa,Почтовая улица,Pochtovaya ulitsa,43.3915294,40.0116354,GE,,1015098569,,,,,,,open,exact,,,
GE.STN.Akhaltsikhe_Freight,Akhaltsikhe Freight,Akhaltsikhe Freight,41.6502186,43.0123415,GE,578404,1061005856,,,,,,,open,exact,,,
GE.STN.Ureki,Ureki,Ureki,41.99786,41.7798188,GE,,1080385946,,,,,,,open,exact,,,
GE.STN.Platform_16_km,Platform 16 km,Platform 16 km,41.9369338,41.9718319,GE,,1081901401,,,,,,,open,exact,,,
GE.STN.Kakhuri,Kakhuri,Kakhuri,41.942644,41.9539051,GE,570921,1081901629,,,,,,,open,exact,,,
GE.STN.16_km,16 km,16 km,41.936892,41.9718035,GE,570934,1081901862,,,,,,,open,exact,,,
GE.STN.Natanebi,Natanebi,Natanebi,41.9325571,41.8022664,GE,570807,1081901889,,,Q4314149,,,,open,exact,,,
GE.STN.Tsalka,Tsalka,Tsalka,41.5887587,44.0525231,GE,563708,1112006914,,,,,,,open,exact,,,
GE.STN.Tba,Tba,Tba,41.7989705,43.4463452,GE,,1185661917,,,,,,,open,exact,,,
GE.STN.Terminal_Pasageri,Terminal Pasageri,Terminal Pasageri,44.1002045,28.6586004,GE,,1225699459,,,,,,,open,exact,,,
GE.STN.Agara,Agara,Agara,42.0337921,43.8315319,GE,578705,1363282182,,,,,,,open,exact,,,
GE.STN.Gomi,Gomi,Gomi,42.0200554,43.7267473,GE,578601,1365140470,,,,,,,open,exact,,,
GE.STN.Gabashvili_Park,Gabashvili Park,Gabashvili Park,42.2706641,42.6971472,GE,,1437214274,,,,,,,open,exact,,,
GE.STN.Old_Town,Old Town,Old Town,42.2696185,42.7009283,GE,,1437214278,,,,,,,open,exact,,,
GE.STN.Kutaisi-2,Kutaisi-2,Kutaisi-2,42.2559979,42.6699664,GE,574808,1439040451,,,,,,,open,exact,,,
GE.STN.Tbilisi_Central_Station,Tbilisi Central Station,Tbilisi Central Station,41.721053,44.7995883,GE,,1448030489,,,,,,,open,exact,,,
GE.STN.Dedakalaki,Dedakalaki,Dedakalaki,41.7225251,44.7999425,GE,,1449505914,,,,,,,open,exact,,,
GE.STN.Zugdidi,Zugdidi,Zugdidi,42.5104634,41.8601766,GE,572906,1489441133,,,Q4194540,,,,open,exact,,,
GE.STN.Avtosadguri_Bolnisi,Avtosadguri Bolnisi,Bolnisi Bus Terminal,41.4487154,44.5270442,GE,,1617543939,,,,,,,open,exact,,,
GE.STN.Turtle_Lake,Turtle Lake,Turtle Lake,41.701356,44.7515774,GE,,1628629113,,,,,,,open,exact,,,
GE.STN.Vake_Park,Vake Park,Vake Park,41.7114743,44.753437,GE,,1628629118,,,,,,,open,exact,,,
GE.STN.Tsqaltubo,Tsqaltubo,Tsqaltubo,42.3136656,42.6000425,GE,,1643065879,,,,,,,open,exact,,,
GE.STN.Brotseula,Brotseula,Brotseula,42.2005479,42.6597619,GE,575209,1643068975,,,,,,,open,exact,,,
GE.STN.Sachkhere,Sachkhere,Sachkhere,42.3349012,43.3996573,GE,576502,1643929779,,,,,,,open,exact,,,
GE.STN.Rike,Rike,Rike,41.6919936,44.8107788,GE,,1668768830,,,,,,,open,exact,,,
GE.STN.Tsintskaro,Tsintskaro,Tsintskaro,41.51948,44.6099062,GE,563057,1682780337,,,,,,,open,exact,,,
GE.STN.Snowpark_Lower_Station,Snowpark Lower Station,Snowpark Lower Station,42.4918324,44.4946122,GE,,1708888480,,,,,,,open,exact,,,
GE.STN.Snowpark_Upper_Station,Snowpark Upper Station,Snowpark Upper Station,42.4970731,44.5019709,GE,,1708888489,,,,,,,open,exact,,,
GE.STN.Sadzele_Lower_Station,Sadzele Lower Station,Sadzele Lower Station,42.4966582,44.4988145,GE,,1708888500,,,,,,,open,exact,,,
GE.STN.Sadzele_Upper_Station,Sadzele Upper Station,Sadzele Upper Station,42.5089847,44.5032094,GE,,1708888530,,,,,,,open,exact,,,
GE.STN.Khada_Lower_Station,Khada Lower Station,Khada Lower Station,42.489541,44.4998736,GE,,1708888549,,,,,,,open,exact,,,
GE.STN.Gudaura_Upper_station,Gudaura Upper station,Gudaura Upper station,42.4923794,44.4942734,GE,,1708888653,,,,,,,open,exact,,,
GE.STN.Soliko_Upper_Station,Soliko Upper Station,Soliko Upper Station,42.48971,44.4989738,GE,,1708888675,,,,,,,open,exact,,,
GE.STN.Pirveli_Lower_Station,Pirveli Lower Station,Pirveli Lower Station,42.4621305,44.4851415,GE,,1708888800,,,,,,,open,exact,,,
GE.STN.Gudaura_Lower_Station_gondola,Gudaura Lower Station (gondola),Gudaura Lower Station (gondola),42.4711461,44.4921889,GE,,1708889063,,,,,,,open,exact,,,
GE.STN.Ksani,Ksani,Ksani,41.8639258,44.5756387,GE,560608,1741166643,,,,,,,open,exact,,,
GE.STN.Rustavi-Cargo,Rustavi-Cargo,Rustavi-Cargo,41.5341727,45.0419229,GE,562745,1758839570,,,Q132528305,,,,open,exact,,,
GE.STN.Pantheon,Pantheon,Pantheon,41.6951033,44.7892225,GE,,1839640778,,,,,,,open,exact,,,
GE.STN.Hatsvali_upper_station,Hatsvali upper station,Hatsvali upper station,43.0175108,42.7388791,GE,,1843769292,,,,,,,open,exact,,,
GE.STN.Dzirula,Dzirula,Dzirula,42.0794598,43.1583068,GE,576705,1863673324,,,,,,,open,exact,,,
GE.STN.Senaki,Senaki,Senaki,42.2673513,42.0647648,GE,,1910235344,,,,,,,open,exact,,,
GE.STN.Plateau_Station,Plateau Station,Plateau Station,41.8346224,43.3945889,GE,,1947633316,,,,,,,open,exact,,,
GE.STN.unknown,ქვედა სადგური,ქვედა სადგური,41.8360084,43.3905509,GE,,1978350540,,,,,,,open,exact,,,
GE.STN.Mtskheta_Bus_Terminal,Mtskheta Bus Terminal,Mtskheta Bus Terminal,41.8661421,44.7221874,GE,,2105597378,,,,,,,open,exact,,,
GE.STN.Psou,Psou,Psou,43.393025,40.0134945,GE,574704,2115569917,,,Q4383039,ru:Псоу (платформа),,,open,exact,,,
GE.STN.Psou_Gechripsh,Псоу (Гечрипш),Psou (Gechripsh),43.3939579,40.011255,GE,,2115930304,,,,,,,open,exact,,,
GE.STN.Chagripsh,Chagripsh,Chagripsh,43.3330006,40.1950572,GE,574333,2121504611,,,,,,,open,exact,,,
GE.STN.Pitsunda,Пицунда,Pitsunda,43.1591703,40.3401153,GE,,2129437656,,,,,,,open,exact,,,
GE.STN.Entrance_gate,Entrance gate,Entrance gate,43.090872,40.8100178,GE,,2137392482,,,,,,,open,exact,,,
GE.STN.Tkhelidze,Tkhelidze,Tkhelidze,42.2899041,43.2856272,GE,,2153015866,,,,,,,open,exact,,,
GE.STN.Sashevardno,Sashevardno,Sashevardno,42.2924091,43.2921774,GE,,2153016836,,,,,,,open,exact,,,
GE.STN.Argveti,Argveti,Argveti,42.1338624,42.9662679,GE,575904,2153499310,,,,,,,open,exact,,,
GE.STN.Soliko_Lower_Station,Soliko Lower Station,Soliko Lower Station,42.4710992,44.4877228,GE,,2153735072,,,,,,,open,exact,,,
GE.STN.Kvalioni,Kvalioni,Kvaloni,42.2490344,41.9497369,GE,571941,2231295991,,,,,,,open,exact,,,
GE.STN.Nigoiti,Nigoiti,Nigoiti,42.0890171,42.1222526,GE,570309,2250203955,,,,,,,open,exact,,,
GE.STN.Abasha,Abasha,Abasha,42.2043308,42.2020914,GE,,2411795500,,,,,,,open,exact,,,
GE.STN.Kharagouli,Kharagouli,Kharagouli,42.0108791,43.2099681,GE,576803,2473272094,,,,,,,open,exact,,,
GE.STN.Tbilisi_Marshalling,Tbilisi Marshalling,Tbilisi Marshalling,41.670742,44.9001977,GE,560006,2516128738,,,,,,,open,exact,,,
GE.STN.Khobi,Khobi,Khobi,42.3224876,41.9217663,GE,,2520906203,,,,,,,open,exact,,,
GE.STN.Batumi,Batumi,Batumi,41.6475326,41.6453603,GE,,2544869952,,,,,,,open,exact,,,
GE.STN.Feria_Mountain,Feria Mountain,Feria Mountain,41.6257331,41.6564515,GE,,2544869971,,,,,,,open,exact,,,
GE.STN.Kobuleti_-_Batumi_3GEL,Kobuleti - Batumi 3GEL,Kobuleti - Batumi 3GEL,41.84761,41.77875,GE,,2548346777,,,,,,,open,exact,,,
GE.STN.Upper_Station,Upper Station,Upper Station,41.7066016,43.5245168,GE,,2562728839,,,,,,,open,exact,,,
GE.STN.Lower_Station,Lower Station,Lower Station,41.7196561,43.5324776,GE,,2562728876,,,,,,,open,exact,,,
GE.STN.Bottom_Station_Kohtagora,Bottom Station Kohtagora,Bottom Station Kohtagora,41.7501423,43.5525395,GE,,2562730288,,,,,,,open,exact,,,
GE.STN.Mtatsminda_Park,Mtatsminda Park,Mtatsminda Park,41.6949023,44.7866511,GE,,2813131204,,,,,,,open,exact,,,
GE.STN.Mukhadze,Mukhadze,Mukhadze,42.2859629,43.2890965,GE,,3012084257,,,,,,,open,exact,,,
GE.STN.Poti,Poti,Poti,42.1507702,41.6791554,GE,572107,3065946736,,,Q111605452,,,,open,exact,,,
GE.STN.Marelisi,Marelisi,Marelisi,41.9756325,43.297102,GE,576907,3065960984,,,,,,,open,exact,,,
GE.STN.Meria,Meria,Meria,41.9410552,41.8942512,GE,570900,3065968071,,,Q16675942,,,,open,exact,,,
GE.STN.Kheta,Kheta,Kheta,42.3636424,41.8359509,GE,,3065990612,,,,,,,open,exact,,,
GE.STN.Chaladidi,Chaladidi,Chaladidi,42.2223569,41.7938694,GE,577308,3067079233,,,,,,,open,exact,,,
GE.STN.Tsipa,Tsipa,Tsipa,41.999107,43.4385014,GE,577026,3067086830,,,,,,,open,exact,,,
GE.STN.Shukhuti,Shukhuti,Shukhuti,42.0850709,42.0807172,GE,570313,3067099829,,,,,,,open,exact,,,
GE.STN.Tbilisi-Cargo,Tbilisi-Cargo,Tbilisi-Cargo,41.7385095,44.7857539,GE,560203,3072368499,,,,,,,open,exact,,,
GE.STN.Dzegvi,Dzegvi,Dzegvi,41.8443024,44.6245171,GE,560504,3073615343,,,,,,,open,exact,,,
GE.STN.Kavtiskhevi,Kavtiskhevi,Kavtiskhevi,41.901692,44.4779554,GE,560701,3073615344,,,,,,,open,exact,,,
GE.STN.Likhi,Likhi,Likhi,41.9758742,43.5094924,GE,577134,3073941293,,,,,,,open,exact,,,
GE.STN.Gori_-_Freight,Gori - Freight,Gori - Freight,42.006161,44.0857665,GE,579201,3075553558,,,,,,,open,exact,,,
GE.STN.Kvibisi,Kvibisi,Kvibisi,41.8601095,43.4165777,GE,,3075617649,,,,,,,open,exact,,,
GE.STN.Besheti,Besheti,Besheti,41.8891695,43.4369165,GE,,3075631011,,,,,,,open,exact,,,
GE.STN.Kortaneti,Kortaneti,Kortaneti,41.8942135,43.4438166,GE,,3075632989,,,,,,,open,exact,,,
GE.STN.Vardgineti,Vardgineti,Vardgineti,41.8772302,43.4235907,GE,,3075637055,,,,,,,open,exact,,,
GE.STN.Beghlevi,Beghlevi,Beghlevi,42.1913067,43.1615838,GE,576076,3077355143,,,,,,,open,exact,,,
GE.STN.Chikauri,Chikauri,Chikauri,42.2973687,43.3084471,GE,576324,3077369069,,,,,,,open,exact,,,
GE.STN.Darkveti,Darkveti,Darkveti,42.3122894,43.3378768,GE,576343,3077378215,,,,,,,open,exact,,,
