station_id,name,language,valid_from,valid_to,name_type,source_id,notes
RU.STN.Teatralnaya,Estação Teatralhnaia,und,,,alt,SRC.osm,
RU.STN.Teatralnaya,Teatral'naja,und,,,alt,SRC.osm,
RU.STN.Teatralnaya,Teatralnaja,und,,,alt,SRC.osm,
RU.STN.Teatralnaya,Teatralnaïa,und,,,alt,SRC.osm,
RU.STN.Teatralnaya,Theater,und,,,alt,SRC.osm,
RU.STN.Teatralnaya,Těatralnaja,und,,,alt,SRC.osm,
RU.STN.Teatralnaya,Театральна,und,,,alt,SRC.osm,
RU.STN.Teatralnaya,Театральная,und,,,alt,SRC.osm,
RU.STN.Teatralnaya,Тэатральная,und,,,alt,SRC.osm,
RU.STN.Teatralnaya,തിയാത്രാൽനായ,und,,,alt,SRC.osm,
RU.STN.Teatralnaya,剧院站,und,,,alt,SRC.osm,
RU.STN.Teatralnaya,테아트랄나야 역,und,,,alt,SRC.osm,
RU.STN.Novokuznetskaya,Novokuznetskaya,ru,,,official,SRC.osm,
RU.STN.Novokuznetskaya,Новакузнецкая,und,,,alt,SRC.osm,
RU.STN.Novokuznetskaya,Новокузнецкая,und,,,alt,SRC.osm,
RU.STN.Novokuznetskaya,Новокузнецька,und,,,alt,SRC.osm,
RU.STN.Novokuznetskaya,നോവോകുസ്നെറ്റ്സ്കായ,und,,,alt,SRC.osm,
RU.STN.Tverskaya,Tverskaya,ru,,,official,SRC.osm,
RU.STN.Tverskaya,Тверская,und,,,alt,SRC.osm,
RU.STN.Tverskaya,Тверська,und,,,alt,SRC.osm,
RU.STN.Tverskaya,Цвярская,und,,,alt,SRC.osm,
RU.STN.Tverskaya,ട്വെർസ്കായ,und,,,alt,SRC.osm,
RU.STN.Avtozavodskaya,Avtozavodskaya,ru,,,official,SRC.osm,
RU.STN.Avtozavodskaya,Avtozavodskaja,und,,,alt,SRC.osm,
RU.STN.Avtozavodskaya,Avtozavodskaïa,und,,,alt,SRC.osm,
RU.STN.Avtozavodskaya,Awtozawodzkaja,und,,,alt,SRC.osm,
RU.STN.Avtozavodskaya,Estação Avtosavodskaia,und,,,alt,SRC.osm,
RU.STN.Avtozavodskaya,Автозаводская,und,,,alt,SRC.osm,
RU.STN.Avtozavodskaya,Автозаводська,und,,,alt,SRC.osm,
RU.STN.Avtozavodskaya,Аўтазаводская,und,,,alt,SRC.osm,
RU.STN.Avtozavodskaya,അവ്തോസാവോഡ്സ്കായ,und,,,alt,SRC.osm,
RU.STN.Kolomenskaya,Kolomenskaya,ru,,,official,SRC.osm,
RU.STN.Kolomenskaya,Каломенская,und,,,alt,SRC.osm,
RU.STN.Kolomenskaya,Коломенская,und,,,alt,SRC.osm,
RU.STN.Kolomenskaya,Коломенська,und,,,alt,SRC.osm,
RU.STN.Kolomenskaya,കോലോമെൻസ്കായ,und,,,alt,SRC.osm,
RU.STN.Kashirskaya,Каширская,ru,,,official,SRC.osm,
RU.STN.Tekhnopark,Технопарк,ru,,,official,SRC.osm,
RU.STN.Tekhnopark,Tekhnopark,und,,,alt,SRC.osm,
RU.STN.Tekhnopark,ടെക്നോപാർക്ക്,und,,,alt,SRC.osm,
RU.STN.Shelkovchiha,Shelkovchiha,ru,,,official,SRC.osm,
RU.STN.Shelkovchiha,Шелковичиха,und,,,alt,SRC.osm,
RU.STN.Parovoznyy,Паровозный,ru,,,official,SRC.osm,
RU.STN.Bugotak,Bugotak,ru,,,official,SRC.osm,
RU.STN.Bugotak,Буготак,und,,,alt,SRC.osm,
RU.STN.Lnozavod-1,Lnozavod,ru,,,official,SRC.osm,
RU.STN.Lnozavod-1,Льнозавод,und,,,alt,SRC.osm,
RU.STN.Rozhnevskiy_Forest,Rozhnevskiy Forest,ru,,,official,SRC.osm,
RU.STN.Rozhnevskiy_Forest,Рожневский Бор,und,,,alt,SRC.osm,
RU.STN.Mezenikha,Mezenikha,ru,,,official,SRC.osm,
RU.STN.Mezenikha,Мезениха,und,,,alt,SRC.osm,
RU.STN.Maltsevskaya,Maltsevskaya,ru,,,official,SRC.osm,
RU.STN.Maltsevskaya,Мальцевская,und,,,alt,SRC.osm,
RU.STN.Mys_Churkin,Mys Churkin,ru,,,official,SRC.osm,
RU.STN.Mys_Churkin,Мыс Чуркин,und,,,alt,SRC.osm,
RU.STN.Varshavskaya,Varshavskaya,ru,,,official,SRC.osm,
RU.STN.Varshavskaya,Варшавская,und,,,alt,SRC.osm,
RU.STN.Varshavskaya,Варшавська,und,,,alt,SRC.osm,
RU.STN.Varshavskaya,Варшаўская,und,,,alt,SRC.osm,
RU.STN.Varshavskaya,Коломенское,und,,,alt,SRC.osm,
RU.STN.Varshavskaya,വാർഷാവ്‌സ്കായ,und,,,alt,SRC.osm,
RU.STN.Moyka,Мойка,ru,,,official,SRC.osm,
RU.STN.1531_km,1531 км,ru,,,official,SRC.osm,
RU.STN.Inkerman-1,Inkerman-1,ru,,,official,SRC.osm,
RU.STN.Inkerman-1,Інкерман-1,und,,,alt,SRC.osm,
RU.STN.Inkerman-1,Инкерман-1,und,,,alt,SRC.osm,
RU.STN.Bakhchisaray,Бахчисарай,ru,,,official,SRC.osm,
RU.STN.Bakhchisaray,Bachčisarajus,und,,,alt,SRC.osm,
RU.STN.Bakhchisaray,Bağçasaray,und,,,alt,SRC.osm,
RU.STN.Bakhchisaray,Багъчасарай,und,,,alt,SRC.osm,
RU.STN.Pochtovaya,Почтовая,ru,,,official,SRC.osm,
RU.STN.Pochtovaya,Поштова,und,,,alt,SRC.osm,
RU.STN.Michurinets,Michurinets,ru,,,official,SRC.osm,
RU.STN.Michurinets,Мичуринец,und,,,alt,SRC.osm,
RU.STN.Prigorodnaya,Пригородная,ru,,,official,SRC.osm,
RU.STN.Prigorodnaya,4800 км,und,,,alt,SRC.osm,
RU.STN.Prigorodnaya,781 км,und,,,alt,SRC.osm,
RU.STN.Prigorodnaya,Tienhaara,und,,,alt,SRC.osm,
RU.STN.Dobryninskaya,Dobryninskaya,ru,,,official,SRC.osm,
RU.STN.Dobryninskaya,Дабрынінская,und,,,alt,SRC.osm,
RU.STN.Dobryninskaya,Добринінська,und,,,alt,SRC.osm,
RU.STN.Dobryninskaya,Добрынинская,und,,,alt,SRC.osm,
RU.STN.Dobryninskaya,ഡോബ്രിനിൻസ്കായ,und,,,alt,SRC.osm,
RU.STN.Ulan_Ude,Ulan Ude,ru,,,official,SRC.osm,
RU.STN.Ulan_Ude,Ulan-Ude,und,,,alt,SRC.osm,
RU.STN.Ulan_Ude,Улан-Удэ,und,,,alt,SRC.osm,
RU.STN.Ulan_Ude,ウラン・ウデ,und,,,alt,SRC.osm,
RU.STN.Mogocha,Могоча,ru,,,official,SRC.osm,
RU.STN.Mogocha,モゴチャ,und,,,alt,SRC.osm,
RU.STN.Amazar,Амазар,ru,,,official,SRC.osm,
RU.STN.Amazar,アマザル,und,,,alt,SRC.osm,
RU.STN.Kuban,Кубань,ru,,,official,SRC.osm,
RU.STN.Zavod_imeni_Sedina,Завод имени Седина,ru,,,official,SRC.osm,
RU.STN.MZhK,МЖК,ru,,,official,SRC.osm,
RU.STN.gorod_Krasnodar,город Краснодар,ru,,,official,SRC.osm,
RU.STN.Stinkino,Стинькино,ru,,,official,SRC.osm,
RU.STN.Stinkino,309 км,und,,,alt,SRC.osm,
RU.STN.Abrosovo,Абросово,ru,,,official,SRC.osm,
RU.STN.Kuklino,Куклино,ru,,,official,SRC.osm,
RU.STN.38_km,38 км,ru,,,official,SRC.osm,
RU.STN.Sokovaya,Соковая,ru,,,official,SRC.osm,
RU.STN.Sokovaya,88 км,und,,,alt,SRC.osm,
RU.STN.73_km,73 км,ru,,,official,SRC.osm,
RU.STN.Radom,Радом,ru,,,official,SRC.osm,
RU.STN.Merkitasikha,Меркитасиха,ru,,,official,SRC.osm,
RU.STN.Arsk,Арск,ru,,,official,SRC.osm,
RU.STN.Arsk,アルスク,und,,,alt,SRC.osm,
RU.STN.Maltsevo,Мальцево,ru,,,official,SRC.osm,
RU.STN.Maltsevo,77 км,und,,,alt,SRC.osm,
RU.STN.Tuba,Туба,ru,,,official,SRC.osm,
RU.STN.Kochergino,Кочергино,ru,,,official,SRC.osm,
RU.STN.Kanygino,Каныгино,ru,,,official,SRC.osm,
RU.STN.Kotelnich-2,Kotelnich-2,ru,,,official,SRC.osm,
RU.STN.Kotelnich-2,Kotelnitsch-2,und,,,alt,SRC.osm,
RU.STN.Kotelnich-2,Котельнич-2,und,,,alt,SRC.osm,
RU.STN.Chukotskiy,Чукотский,ru,,,official,SRC.osm,
RU.STN.Chukotskiy,149 км,und,,,alt,SRC.osm,
RU.STN.Korenovsk,Кореновск,ru,,,official,SRC.osm,
RU.STN.Afipskaya,Афипская,ru,,,official,SRC.osm,
RU.STN.Kholmskaya,Холмская,ru,,,official,SRC.osm,
RU.STN.Enem_2,Энем 2,ru,,,official,SRC.osm,
RU.STN.Shendzhiy,Шенджий,ru,,,official,SRC.osm,
RU.STN.Psekups,Псекупс,ru,,,official,SRC.osm,
RU.STN.Lesnaya_Skazka,Лесная Сказка,ru,,,official,SRC.osm,
RU.STN.Dolina_Ocharovaniya,Долина Очарования,ru,,,official,SRC.osm,
RU.STN.Bezymyanka,Безымянка,ru,,,official,SRC.osm,
RU.STN.Fanagoriyskaya,Фанагорийская,ru,,,official,SRC.osm,
RU.STN.Chernushka,Чернушка,ru,,,official,SRC.osm,
RU.STN.Chernushka,チェルヌシカ,und,,,alt,SRC.osm,
RU.STN.Farm,Farm,ru,,,official,SRC.osm,
RU.STN.Farm,Ферма,und,,,alt,SRC.osm,
RU.STN.Kueda,Куеда,ru,,,official,SRC.osm,
RU.STN.Novolugovskaya,Novolugovskaya,ru,,,official,SRC.osm,
RU.STN.Novolugovskaya,Новолуговская,und,,,alt,SRC.osm,
RU.STN.1431_km,1431 км,ru,,,official,SRC.osm,
RU.STN.1431_km,Ея-Ивановка,und,,,alt,SRC.osm,
RU.STN.1428_km,1428 км,ru,,,official,SRC.osm,
RU.STN.Erik,Ерик,ru,,,official,SRC.osm,
RU.STN.Varshavskaya-1,Варшавская,ru,,,official,SRC.osm,
RU.STN.Bakanskaya,Баканская,ru,,,official,SRC.osm,
RU.STN.Kievskiy,Киевский,ru,,,official,SRC.osm,
RU.STN.Ulitsa_Skobelevskaya,Ulitsa Skobelevskaya,ru,,,official,SRC.osm,
RU.STN.Ulitsa_Skobelevskaya,Вулиця Скобелевська,und,,,alt,SRC.osm,
RU.STN.Ulitsa_Skobelevskaya,Вуліца Скобелеўская,und,,,alt,SRC.osm,
RU.STN.Ulitsa_Skobelevskaya,Улица Скобелевская,und,,,alt,SRC.osm,
RU.STN.Ulitsa_Skobelevskaya,ഉലിറ്റ്സ സ്കോബെലെവ്സ്കായ,und,,,alt,SRC.osm,
RU.STN.Bulvar_Admirala_Ushakova,Bulvar Admirala Ushakova,ru,,,official,SRC.osm,
RU.STN.Bulvar_Admirala_Ushakova,Бульвар Адмирала Ушакова,und,,,alt,SRC.osm,
RU.STN.Bulvar_Admirala_Ushakova,Бульвар адмірала Ушакова,und,,,alt,SRC.osm,
RU.STN.Bulvar_Admirala_Ushakova,ബുൾ-വാർ അഡ്മിറല ഉഷാകോവ,und,,,alt,SRC.osm,
RU.STN.Ulitsa_Gorchakova,Ulitsa Gorchakova,ru,,,official,SRC.osm,
RU.STN.Ulitsa_Gorchakova,Вулиця Горчакова,und,,,alt,SRC.osm,
RU.STN.Ulitsa_Gorchakova,Вуліца Гарчакова,und,,,alt,SRC.osm,
RU.STN.Ulitsa_Gorchakova,Улица Горчакова,und,,,alt,SRC.osm,
RU.STN.Ulitsa_Gorchakova,ഉലിറ്റ്സ ഗോർച്ചകോവ,und,,,alt,SRC.osm,
RU.STN.Buninskaya_Alleya,Buninskaya Alleya,ru,,,official,SRC.osm,
RU.STN.Buninskaya_Alleya,Бунинская аллея,und,,,alt,SRC.osm,
RU.STN.Buninskaya_Alleya,Бунінская алея,und,,,alt,SRC.osm,
RU.STN.Buninskaya_Alleya,Бунінська алея,und,,,alt,SRC.osm,
RU.STN.Buninskaya_Alleya,ബുനിൻസ്കായ അല്ലെയ,und,,,alt,SRC.osm,
RU.STN.Strogino,Строгино,ru,,,official,SRC.osm,
RU.STN.Trubnaya,Trubnaya,ru,,,official,SRC.osm,
RU.STN.Trubnaya,Estação Trubnaia,und,,,alt,SRC.osm,
RU.STN.Trubnaya,Trubnaja,und,,,alt,SRC.osm,
RU.STN.Trubnaya,Трубна,und,,,alt,SRC.osm,
RU.STN.Trubnaya,Трубная,und,,,alt,SRC.osm,
RU.STN.Trubnaya,ട്രുബ്നായ,und,,,alt,SRC.osm,
RU.STN.Chkalovskaya-1,Чкаловская,ru,,,official,SRC.osm,
RU.STN.Chkalovskaya-1,Stacja Czkałowskaja,und,,,alt,SRC.osm,
RU.STN.Chkalovskaya-1,Чкаловська,und,,,alt,SRC.osm,
RU.STN.Rimskaya,Rimskaya,ru,,,official,SRC.osm,
RU.STN.Rimskaya,Estação Rimskaia,und,,,alt,SRC.osm,
RU.STN.Rimskaya,Rimskaja,und,,,alt,SRC.osm,
RU.STN.Rimskaya,Римская,und,,,alt,SRC.osm,
RU.STN.Rimskaya,Римська,und,,,alt,SRC.osm,
RU.STN.Rimskaya,Рымская,und,,,alt,SRC.osm,
RU.STN.Rimskaya,റിംസ്കായ,und,,,alt,SRC.osm,
RU.STN.Dubrovka,Dubrovka,ru,,,official,SRC.osm,
RU.STN.Dubrovka,Dubrowka,und,,,alt,SRC.osm,
RU.STN.Dubrovka,Estação Dubrovka,und,,,alt,SRC.osm,
RU.STN.Dubrovka,Дубровка,und,,,alt,SRC.osm,
RU.STN.Dubrovka,Дуброўка,und,,,alt,SRC.osm,
RU.STN.Dubrovka,Дубрівка,und,,,alt,SRC.osm,
RU.STN.Dubrovka,ഡുബ്രോവ്ക,und,,,alt,SRC.osm,
RU.STN.Kozhukhovskaya,Kozhukhovskaya,ru,,,official,SRC.osm,
RU.STN.Kozhukhovskaya,Estação Kojukhovskaia,und,,,alt,SRC.osm,
RU.STN.Kozhukhovskaya,Kozhuhovskaya,und,,,alt,SRC.osm,
RU.STN.Kozhukhovskaya,Kożuchowskaja,und,,,alt,SRC.osm,
RU.STN.Kozhukhovskaya,Kožuchovskaja,und,,,alt,SRC.osm,
RU.STN.Kozhukhovskaya,Кажухаўская,und,,,alt,SRC.osm,
RU.STN.Kozhukhovskaya,Кожуховская,und,,,alt,SRC.osm,
RU.STN.Kozhukhovskaya,Кожуховська,und,,,alt,SRC.osm,
RU.STN.Kozhukhovskaya,കൊജുക്കോവ്സ്കായ,und,,,alt,SRC.osm,
RU.STN.Pechatniki,Pechatniki,ru,,,official,SRC.osm,
RU.STN.Pechatniki,Estação Petchatniki,und,,,alt,SRC.osm,
RU.STN.Pechatniki,Petšatnikin metroasema,und,,,alt,SRC.osm,
RU.STN.Pechatniki,Pečatniki,und,,,alt,SRC.osm,
RU.STN.Pechatniki,Друкарі,und,,,alt,SRC.osm,
RU.STN.Pechatniki,Печатники,und,,,alt,SRC.osm,
RU.STN.Pechatniki,Пячатнікі,und,,,alt,SRC.osm,
RU.STN.Pechatniki,പെചാറ്റ്നിക്കി,und,,,alt,SRC.osm,
RU.STN.Volzhskaya,Volzhskaya,ru,,,official,SRC.osm,
RU.STN.Volzhskaya,Estação Voljskaia,und,,,alt,SRC.osm,
RU.STN.Volzhskaya,Volžskaja,und,,,alt,SRC.osm,
RU.STN.Volzhskaya,Волжская,und,,,alt,SRC.osm,
RU.STN.Volzhskaya,Волзька,und,,,alt,SRC.osm,
RU.STN.Volzhskaya,വോൾജ്സ്കായ,und,,,alt,SRC.osm,
RU.STN.Lyublino,Lyublino,ru,,,official,SRC.osm,
RU.STN.Lyublino,Estação Liublino,und,,,alt,SRC.osm,
RU.STN.Lyublino,Ljublino,und,,,alt,SRC.osm,
RU.STN.Lyublino,Lublino,und,,,alt,SRC.osm,
RU.STN.Lyublino,Люблино,und,,,alt,SRC.osm,
RU.STN.Lyublino,Любліно,und,,,alt,SRC.osm,
RU.STN.Lyublino,ല്യൂബ്ലിനോ,und,,,alt,SRC.osm,
RU.STN.Maryino,Maryino,ru,,,official,SRC.osm,
RU.STN.Maryino,Estação Mariino,und,,,alt,SRC.osm,
RU.STN.Maryino,Mar'ino,und,,,alt,SRC.osm,
RU.STN.Maryino,Mariino,und,,,alt,SRC.osm,
RU.STN.Maryino,Marino,und,,,alt,SRC.osm,
RU.STN.Maryino,Мар'іна,und,,,alt,SRC.osm,
RU.STN.Maryino,Марьино,und,,,alt,SRC.osm,
RU.STN.Maryino,Мар’їне,und,,,alt,SRC.osm,
RU.STN.Maryino,Мар’їно,und,,,alt,SRC.osm,
RU.STN.Maryino,മാർയിനോ,und,,,alt,SRC.osm,
RU.STN.Chekhovskaya,Chekhovskaya,ru,,,official,SRC.osm,
RU.STN.Chekhovskaya,Chehovskaya,und,,,alt,SRC.osm,
RU.STN.Chekhovskaya,Чеховская,und,,,alt,SRC.osm,
RU.STN.Chekhovskaya,Чеховська,und,,,alt,SRC.osm,
RU.STN.Chekhovskaya,Чэхаўская,und,,,alt,SRC.osm,
RU.STN.Chekhovskaya,ചെഖോവ്സ്കായ,und,,,alt,SRC.osm,
RU.STN.Borovitskaya,Borovitskaya,ru,,,official,SRC.osm,
RU.STN.Borovitskaya,Баравіцкая,und,,,alt,SRC.osm,
RU.STN.Borovitskaya,Боровицкая,und,,,alt,SRC.osm,
RU.STN.Borovitskaya,Боровицька,und,,,alt,SRC.osm,
RU.STN.Borovitskaya,ബോറോവിറ്റ്‌സ്കായ,und,,,alt,SRC.osm,
RU.STN.Serpukhovskaya,Serpukhovskaya,ru,,,official,SRC.osm,
RU.STN.Serpukhovskaya,Serpuhovskaya,und,,,alt,SRC.osm,
RU.STN.Serpukhovskaya,Серпухаўская,und,,,alt,SRC.osm,
RU.STN.Serpukhovskaya,Серпуховская,und,,,alt,SRC.osm,
RU.STN.Serpukhovskaya,Серпуховська,und,,,alt,SRC.osm,
RU.STN.Serpukhovskaya,സെർപുഖോവ്സ്കായ,und,,,alt,SRC.osm,
RU.STN.Nagatinskaya,Nagatinskaya,ru,,,official,SRC.osm,
RU.STN.Nagatinskaya,Нагатинская,und,,,alt,SRC.osm,
RU.STN.Nagatinskaya,Нагатінська,und,,,alt,SRC.osm,
RU.STN.Nagatinskaya,Нагацінская,und,,,alt,SRC.osm,
RU.STN.Nagatinskaya,Нижние Котлы,und,,,alt,SRC.osm,
RU.STN.Nagatinskaya,നാഗാറ്റിൻസ്കായ,und,,,alt,SRC.osm,
RU.STN.Nagornaya,Nagornaya,ru,,,official,SRC.osm,
RU.STN.Nagornaya,Нагорная,und,,,alt,SRC.osm,
RU.STN.Nagornaya,Нагірна,und,,,alt,SRC.osm,
RU.STN.Nagornaya,നാഗൊർണായ,und,,,alt,SRC.osm,
RU.STN.Nakhimovsky_Prospekt,Nakhimovsky Prospekt,ru,,,official,SRC.osm,
RU.STN.Nakhimovsky_Prospekt,Nahimovsky Prospekt,und,,,alt,SRC.osm,
RU.STN.Nakhimovsky_Prospekt,Нахимовский проспект,und,,,alt,SRC.osm,
RU.STN.Nakhimovsky_Prospekt,Нахімаўскіі праспект,und,,,alt,SRC.osm,
RU.STN.Nakhimovsky_Prospekt,Нахімовський проспект,und,,,alt,SRC.osm,
RU.STN.Nakhimovsky_Prospekt,നഖിമോവ്സ്കി പ്രോസ്പെക്റ്റ്,und,,,alt,SRC.osm,
RU.STN.Sevastopolskaya,Sevastopolskaya,ru,,,official,SRC.osm,
RU.STN.Sevastopolskaya,Севастопальская,und,,,alt,SRC.osm,
RU.STN.Sevastopolskaya,Севастопольская,und,,,alt,SRC.osm,
RU.STN.Sevastopolskaya,Севастопольська,und,,,alt,SRC.osm,
RU.STN.Sevastopolskaya,സെവാസ്റ്റോപോൾസ്കായ,und,,,alt,SRC.osm,
RU.STN.Chertanovskaya,Chertanovskaya,ru,,,official,SRC.osm,
RU.STN.Chertanovskaya,Чартанаўская,und,,,alt,SRC.osm,
RU.STN.Chertanovskaya,Чертановская,und,,,alt,SRC.osm,
RU.STN.Chertanovskaya,Чертанівська,und,,,alt,SRC.osm,
RU.STN.Chertanovskaya,Чортанівська,und,,,alt,SRC.osm,
RU.STN.Chertanovskaya,ചെർട്ടനോവ്സ്കായ,und,,,alt,SRC.osm,
RU.STN.Yuzhnaya,Yuzhnaya,ru,,,official,SRC.osm,
RU.STN.Yuzhnaya,Estação Iujnaia,und,,,alt,SRC.osm,
RU.STN.Yuzhnaya,Jużnaja,und,,,alt,SRC.osm,
RU.STN.Yuzhnaya,Južnaja,und,,,alt,SRC.osm,
RU.STN.Yuzhnaya,Автостанция «Областная больница»,und,,,alt,SRC.osm,
RU.STN.Yuzhnaya,Автостанция «Южные ворота»,und,,,alt,SRC.osm,
RU.STN.Yuzhnaya,Паўднёвая,und,,,alt,SRC.osm,
RU.STN.Yuzhnaya,Південна,und,,,alt,SRC.osm,
RU.STN.Yuzhnaya,Южная,und,,,alt,SRC.osm,
RU.STN.Yuzhnaya,യുജ്നായ,und,,,alt,SRC.osm,
RU.STN.Yuzhnaya,유즈나야 역,und,,,alt,SRC.osm,
RU.STN.Prazhskaya,Prazhskaya,ru,,,official,SRC.osm,
RU.STN.Prazhskaya,Estação Prajskaia,und,,,alt,SRC.osm,
RU.STN.Prazhskaya,Prażskaja,und,,,alt,SRC.osm,
RU.STN.Prazhskaya,Pražskaja,und,,,alt,SRC.osm,
RU.STN.Prazhskaya,Пражская,und,,,alt,SRC.osm,
RU.STN.Prazhskaya,Празька,und,,,alt,SRC.osm,
RU.STN.Prazhskaya,Праская,und,,,alt,SRC.osm,
RU.STN.Prazhskaya,പ്രാജ്സ്കായ,und,,,alt,SRC.osm,
RU.STN.Prazhskaya,프라시스카야 역,und,,,alt,SRC.osm,
RU.STN.Ulitsa_Akademika_Yangelya,Ulitsa Akademika Yangelya,ru,,,official,SRC.osm,
RU.STN.Ulitsa_Akademika_Yangelya,Вулиця Академіка Янгеля,und,,,alt,SRC.osm,
RU.STN.Ulitsa_Akademika_Yangelya,Вуліца Акадэміка Янгеля,und,,,alt,SRC.osm,
RU.STN.Ulitsa_Akademika_Yangelya,Улица Академика Янгеля,und,,,alt,SRC.osm,
RU.STN.Ulitsa_Akademika_Yangelya,ഉലിറ്റ്സ അക്കാഡെമിക്ക യാങ്കെല്യ,und,,,alt,SRC.osm,
RU.STN.Annino,Annino,ru,,,official,SRC.osm,
RU.STN.Annino,Аннино,und,,,alt,SRC.osm,
RU.STN.Annino,Аніна,und,,,alt,SRC.osm,
RU.STN.Annino,അന്നിനോ,und,,,alt,SRC.osm,
RU.STN.Annino,安尼诺,und,,,alt,SRC.osm,
RU.STN.Timiryazevskaya-1,Timiryazevskaya,ru,,,official,SRC.osm,
RU.STN.Timiryazevskaya-1,Тимирязевская,und,,,alt,SRC.osm,
RU.STN.Timiryazevskaya-1,Тимірязівська,und,,,alt,SRC.osm,
RU.STN.Timiryazevskaya-1,Ціміразеўская,und,,,alt,SRC.osm,
RU.STN.Timiryazevskaya-1,ടിമിർയസെവ്സ്കായ,und,,,alt,SRC.osm,
RU.STN.Dmitrovskaya,Dmitrovskaya,ru,,,official,SRC.osm,
RU.STN.Dmitrovskaya,Дзмітраўская,und,,,alt,SRC.osm,
RU.STN.Dmitrovskaya,Дмитровская,und,,,alt,SRC.osm,
RU.STN.Dmitrovskaya,Дмитрівська,und,,,alt,SRC.osm,
RU.STN.Savyolovskaya,Savyolovskaya,ru,,,official,SRC.osm,
RU.STN.Savyolovskaya,Савелівська,und,,,alt,SRC.osm,
RU.STN.Savyolovskaya,Савёлаўская,und,,,alt,SRC.osm,
RU.STN.Savyolovskaya,Савёловская,und,,,alt,SRC.osm,
RU.STN.Savyolovskaya,സാവ്യോലോവ്സ്കായ,und,,,alt,SRC.osm,
RU.STN.Mendeleyevskaya,Mendeleyevskaya,ru,,,official,SRC.osm,
RU.STN.Mendeleyevskaya,Меделєєвська,und,,,alt,SRC.osm,
RU.STN.Mendeleyevskaya,Менделеевская,und,,,alt,SRC.osm,
RU.STN.Mendeleyevskaya,Мендзялееўская,und,,,alt,SRC.osm,
RU.STN.Mendeleyevskaya,മെൻഡലിയേവ്സ്കായ,und,,,alt,SRC.osm,
RU.STN.Altufyevo,Altufyevo,ru,,,official,SRC.osm,
RU.STN.Altufyevo,Алтуф'ева,und,,,alt,SRC.osm,
RU.STN.Altufyevo,Алтуфьево,und,,,alt,SRC.osm,
RU.STN.Altufyevo,Алтуф’єво,und,,,alt,SRC.osm,
RU.STN.Bibirevo,Bibirevo,ru,,,official,SRC.osm,
RU.STN.Bibirevo,Бибирево,und,,,alt,SRC.osm,
RU.STN.Bibirevo,Бібірава,und,,,alt,SRC.osm,
RU.STN.Bibirevo,Бібірево,und,,,alt,SRC.osm,
RU.STN.Planernaya,Planernaya,ru,,,official,SRC.osm,
RU.STN.Planernaya,Планерна,und,,,alt,SRC.osm,
RU.STN.Planernaya,Планерная,und,,,alt,SRC.osm,
RU.STN.Planernaya,പ്ലാനേർനായ,und,,,alt,SRC.osm,
RU.STN.Tushinskaya,Tushinskaya,ru,,,official,SRC.osm,
RU.STN.Tushinskaya,Тушино,und,,,alt,SRC.osm,
RU.STN.Tushinskaya,Тушинская,und,,,alt,SRC.osm,
RU.STN.Tushinskaya,Тушинська,und,,,alt,SRC.osm,
RU.STN.Tushinskaya,Тушынская,und,,,alt,SRC.osm,
RU.STN.Tushinskaya,ടുഷിൻസ്കായ,und,,,alt,SRC.osm,
RU.STN.Shchukinskaya,Shchukinskaya,ru,,,official,SRC.osm,
RU.STN.Shchukinskaya,Estação Shchiukinskaia,und,,,alt,SRC.osm,
RU.STN.Shchukinskaya,Schukinskaya,und,,,alt,SRC.osm,
RU.STN.Shchukinskaya,Szczukinskaja,und,,,alt,SRC.osm,
RU.STN.Shchukinskaya,Ščukinskaja,und,,,alt,SRC.osm,
RU.STN.Shchukinskaya,Шчукінская,und,,,alt,SRC.osm,
RU.STN.Shchukinskaya,Щукинская,und,,,alt,SRC.osm,
RU.STN.Shchukinskaya,Щукінська,und,,,alt,SRC.osm,
RU.STN.Shchukinskaya,ഷ്ചുകിൻസ്കായ,und,,,alt,SRC.osm,
RU.STN.Polezhayevskaya,Polezhayevskaya,ru,,,official,SRC.osm,
RU.STN.Polezhayevskaya,Палежаеўская,und,,,alt,SRC.osm,
RU.STN.Polezhayevskaya,Полежаевская,und,,,alt,SRC.osm,
RU.STN.Polezhayevskaya,Полежаєвська,und,,,alt,SRC.osm,
RU.STN.Polezhayevskaya,പൊലെജായേവ്സ്കായ,und,,,alt,SRC.osm,
RU.STN.Begovaya,Begovaya,ru,,,official,SRC.osm,
RU.STN.Begovaya,Бегавая,und,,,alt,SRC.osm,
RU.STN.Begovaya,Беговая,und,,,alt,SRC.osm,
RU.STN.Begovaya,Бігова,und,,,alt,SRC.osm,
RU.STN.Begovaya,ബെഗോവായ,und,,,alt,SRC.osm,
RU.STN.Ulitsa_1905_Goda,Ulitsa 1905 Goda,ru,,,official,SRC.osm,
RU.STN.Ulitsa_1905_Goda,1905 തെരുവ്,und,,,alt,SRC.osm,
RU.STN.Ulitsa_1905_Goda,Вулиця 1905 року,und,,,alt,SRC.osm,
RU.STN.Ulitsa_1905_Goda,Вуліца 1905 года,und,,,alt,SRC.osm,
RU.STN.Ulitsa_1905_Goda,Улица 1905 года,und,,,alt,SRC.osm,
RU.STN.Barrikadnaya,Barrikadnaya,ru,,,official,SRC.osm,
RU.STN.Barrikadnaya,Барикадна,und,,,alt,SRC.osm,
RU.STN.Barrikadnaya,Баррикадная,und,,,alt,SRC.osm,
