station_id,name,language,valid_from,valid_to,name_type,source_id,notes
AM.STN.Gortsaranayin,Gortsaranayin,ru,,,official,SRC.osm,
AM.STN.Gortsaranayin,Gorzaranajin,und,,,alt,SRC.osm,
AM.STN.Gortsaranayin,Горцаранаин,und,,,alt,SRC.osm,
AM.STN.Gortsaranayin,Գործարանային,und,,,alt,SRC.osm,
AM.STN.Gortsaranayin,گورتسارانایین,und,,,alt,SRC.osm,
AM.STN.Yerevan,Yerevan,ru,,,official,SRC.osm,
AM.STN.Yerevan,Jerewan,und,,,alt,SRC.osm,
AM.STN.Yerevan,Ереван,und,,,alt,SRC.osm,
AM.STN.Yerevan,Երևան,und,,,alt,SRC.osm,
AM.STN.Yerevan,ایروان,und,,,alt,SRC.osm,
AM.STN.Yerevan,ერევანი,und,,,alt,SRC.osm,
AM.STN.Garegin_Nzhdeh_Square,Garegin Nzhdeh Square,ru,,,official,SRC.osm,
AM.STN.Garegin_Nzhdeh_Square,Garegin-Nschdeh-Platz,und,,,alt,SRC.osm,
AM.STN.Garegin_Nzhdeh_Square,Place Garéguine Njdeh,und,,,alt,SRC.osm,
AM.STN.Garegin_Nzhdeh_Square,Площадь Гарегина Нжде,und,,,alt,SRC.osm,
AM.STN.Garegin_Nzhdeh_Square,Գարեգին Նժդեհի հրապարակ,und,,,alt,SRC.osm,
AM.STN.Garegin_Nzhdeh_Square,میدان گارگین نژده,und,,,alt,SRC.osm,
AM.STN.Shengavit,Shengavit,ru,,,official,SRC.osm,
AM.STN.Shengavit,Chengavit,und,,,alt,SRC.osm,
AM.STN.Shengavit,Schengawit,und,,,alt,SRC.osm,
AM.STN.Shengavit,Шенгавит,und,,,alt,SRC.osm,
AM.STN.Shengavit,Շենգավիթ,und,,,alt,SRC.osm,
AM.STN.Shengavit,شنگاویت,und,,,alt,SRC.osm,
AM.STN.General_Andranik,General Andranik,ru,,,official,SRC.osm,
AM.STN.General_Andranik,Zoravar Andranik,und,,,alt,SRC.osm,
AM.STN.General_Andranik,Зоравар Андраник,und,,,alt,SRC.osm,
AM.STN.General_Andranik,Октемберян,und,,,alt,SRC.osm,
AM.STN.General_Andranik,Զորավար Անդրանիկ,und,,,alt,SRC.osm,
AM.STN.General_Andranik,Հոկտեմբերյան,und,,,alt,SRC.osm,
AM.STN.General_Andranik,ژنرال آندرانیک,und,,,alt,SRC.osm,
AM.STN.Sanahin,Sanahin,ru,,,official,SRC.osm,
AM.STN.Sanahin,Санаин,und,,,alt,SRC.osm,
AM.STN.Sanahin,Սանահին,und,,,alt,SRC.osm,
AM.STN.Ayrum,Ayrum,ru,,,official,SRC.osm,
AM.STN.Ayrum,Айрум,und,,,alt,SRC.osm,
AM.STN.Ayrum,Այրում,und,,,alt,SRC.osm,
AM.STN.Ayrum,აირუმი,und,,,alt,SRC.osm,
AM.STN.Echmiatsin,Echmiatsin,ru,,,official,SRC.osm,
AM.STN.Echmiatsin,Эчмиадзин,und,,,alt,SRC.osm,
AM.STN.Echmiatsin,Էջմիածին,und,,,alt,SRC.osm,
AM.STN.Echmiatsin,에체미하진,und,,,alt,SRC.osm,
AM.STN.Qarakert,Qarakert,ru,,,official,SRC.osm,
AM.STN.Qarakert,Каракерт,und,,,alt,SRC.osm,
AM.STN.Qarakert,Քարակերտ,und,,,alt,SRC.osm,
AM.STN.Araks,Araks,ru,,,official,SRC.osm,
AM.STN.Araks,Аракс,und,,,alt,SRC.osm,
AM.STN.Araks,Արաքս,und,,,alt,SRC.osm,
AM.STN.Dalarik,Dalarik,ru,,,official,SRC.osm,
AM.STN.Dalarik,Даларик,und,,,alt,SRC.osm,
AM.STN.Dalarik,Դալարիկ,und,,,alt,SRC.osm,
AM.STN.sp_Artashar,sp Artashar,ru,,,official,SRC.osm,
AM.STN.sp_Artashar,оп Арташар,und,,,alt,SRC.osm,
AM.STN.sp_Artashar,Արտաշար կառամատույց,und,,,alt,SRC.osm,
AM.STN.sp_Bagravan,sp Bagravan,ru,,,official,SRC.osm,
AM.STN.sp_Bagravan,оп Баграван,und,,,alt,SRC.osm,
AM.STN.sp_Bagravan,Բագրավան կառամատույց,und,,,alt,SRC.osm,
AM.STN.sp_Shirakavan,sp Shirakavan,ru,,,official,SRC.osm,
AM.STN.sp_Shirakavan,оп Ширакаван,und,,,alt,SRC.osm,
AM.STN.sp_Shirakavan,Շիրակավան կառամատույց,und,,,alt,SRC.osm,
AM.STN.Bayandur,Bayandur,ru,,,official,SRC.osm,
AM.STN.Bayandur,Баяндур,und,,,alt,SRC.osm,
AM.STN.Bayandur,Բայանդուր,und,,,alt,SRC.osm,
AM.STN.Spitak,Spitak,ru,,,official,SRC.osm,
AM.STN.Spitak,Спитак,und,,,alt,SRC.osm,
AM.STN.Spitak,Սպիտակ,und,,,alt,SRC.osm,
AM.STN.Sasuntsi_David,Sasuntsi David,ru,,,official,SRC.osm,
AM.STN.Sasuntsi_David,David von Sasun,und,,,alt,SRC.osm,
AM.STN.Sasuntsi_David,Сасунци Давид,und,,,alt,SRC.osm,
AM.STN.Sasuntsi_David,Սասունցի Դավիթ,und,,,alt,SRC.osm,
AM.STN.Sasuntsi_David,داوود ساسونی,und,,,alt,SRC.osm,
AM.STN.Republic_Square,Republic Square,ru,,,official,SRC.osm,
AM.STN.Republic_Square,Platz der Republik,und,,,alt,SRC.osm,
AM.STN.Republic_Square,Площадь Ленина,und,,,alt,SRC.osm,
AM.STN.Republic_Square,Площадь Республики,und,,,alt,SRC.osm,
AM.STN.Republic_Square,Հանրապետության,und,,,alt,SRC.osm,
AM.STN.Republic_Square,Հանրապետության Հրապարակ,und,,,alt,SRC.osm,
AM.STN.Republic_Square,میدان جمهوری,und,,,alt,SRC.osm,
AM.STN.Barekamutyun,Barekamutyun,ru,,,official,SRC.osm,
AM.STN.Barekamutyun,Barekamutjun,und,,,alt,SRC.osm,
AM.STN.Barekamutyun,Дружба,und,,,alt,SRC.osm,
AM.STN.Barekamutyun,Բարեկամություն,und,,,alt,SRC.osm,
AM.STN.Barekamutyun,بارکاموتیون,und,,,alt,SRC.osm,
AM.STN.Ani,Ani,ru,,,official,SRC.osm,
AM.STN.Ani,Ани,und,,,alt,SRC.osm,
AM.STN.Ani,Անի,und,,,alt,SRC.osm,
AM.STN.Bagravan,Bagravan,ru,,,official,SRC.osm,
AM.STN.Bagravan,Баграван,und,,,alt,SRC.osm,
AM.STN.Bagravan,Բագրավան,und,,,alt,SRC.osm,
AM.STN.Masis_c-le,Masis c-le,ru,,,official,SRC.osm,
AM.STN.Masis_c-le,Масис к-цо,und,,,alt,SRC.osm,
AM.STN.Masis_c-le,Մասիս к-цо,und,,,alt,SRC.osm,
AM.STN.Tatev,Tatev,ru,,,official,SRC.osm,
AM.STN.Tatev,Tatew,und,,,alt,SRC.osm,
AM.STN.Tatev,Татев,und,,,alt,SRC.osm,
AM.STN.Tatev,Տաթեվ,und,,,alt,SRC.osm,
AM.STN.Arteni,Arteni,ru,,,official,SRC.osm,
AM.STN.Arteni,Артени,und,,,alt,SRC.osm,
AM.STN.Arteni,Արտենի,und,,,alt,SRC.osm,
AM.STN.Tsakhadzor_5th_ropeway,Tsakhadzor 5th ropeway,ru,,,official,SRC.osm,
AM.STN.Tsakhadzor_5th_ropeway,Ծաղկաձորի ճոպանուղու 5-րդ կայան,und,,,alt,SRC.osm,
AM.STN.Lmbat-2,Lmbat-2,ru,,,official,SRC.osm,
AM.STN.Lmbat-2,Լմբաթ-2,und,,,alt,SRC.osm,
AM.STN.Artik,Artik,ru,,,official,SRC.osm,
AM.STN.Artik,Артик,und,,,alt,SRC.osm,
AM.STN.Artik,Արթիկ,und,,,alt,SRC.osm,
AM.STN.Gyumri,Gyumri,ru,,,official,SRC.osm,
AM.STN.Gyumri,Giumris,und,,,alt,SRC.osm,
AM.STN.Gyumri,Gjumri,und,,,alt,SRC.osm,
AM.STN.Gyumri,Gumrî,und,,,alt,SRC.osm,
AM.STN.Gyumri,Гюмри,und,,,alt,SRC.osm,
AM.STN.Gyumri,Գյումրի,und,,,alt,SRC.osm,
AM.STN.Gyumri,Գյումրու երկաթուղային հանգույց,und,,,alt,SRC.osm,
AM.STN.Gyumri,გიუმრი,und,,,alt,SRC.osm,
AM.STN.Masis,Masis,ru,,,official,SRC.osm,
AM.STN.Masis,Масис,und,,,alt,SRC.osm,
AM.STN.Masis,Մասիս,und,,,alt,SRC.osm,
AM.STN.Sevan,Sevan,ru,,,official,SRC.osm,
AM.STN.Sevan,Севан,und,,,alt,SRC.osm,
AM.STN.Sevan,Սևան,und,,,alt,SRC.osm,
AM.STN.sp_Akhtamar,sp Akhtamar,ru,,,official,SRC.osm,
AM.STN.sp_Akhtamar,оп Ахтамар,und,,,alt,SRC.osm,
AM.STN.sp_Akhtamar,Ախթամար կառամատույց,und,,,alt,SRC.osm,
AM.STN.Aragats,Aragats,ru,,,official,SRC.osm,
AM.STN.Aragats,Арагац,und,,,alt,SRC.osm,
AM.STN.Aragats,Արագած,und,,,alt,SRC.osm,
AM.STN.sp_Ararat,sp Ararat,ru,,,official,SRC.osm,
AM.STN.sp_Ararat,оп Арарат,und,,,alt,SRC.osm,
AM.STN.sp_Ararat,Արարատ կառամատույց,und,,,alt,SRC.osm,
AM.STN.Yeraskh,Yeraskh,ru,,,official,SRC.osm,
AM.STN.Yeraskh,Ерасх,und,,,alt,SRC.osm,
AM.STN.Yeraskh,Երասխ,und,,,alt,SRC.osm,
AM.STN.sp_Armash,sp Armash,ru,,,official,SRC.osm,
AM.STN.sp_Armash,оп Армаш,und,,,alt,SRC.osm,
AM.STN.sp_Armash,Արմաշ կառամատույց,und,,,alt,SRC.osm,
AM.STN.sp_Surenavan,sp Surenavan,ru,,,official,SRC.osm,
AM.STN.sp_Surenavan,оп Суренаван,und,,,alt,SRC.osm,
AM.STN.sp_Surenavan,Սուրենավան կառամատույց,und,,,alt,SRC.osm,
AM.STN.Nor_Hachyn,Nor Hachyn,ru,,,official,SRC.osm,
AM.STN.Nor_Hachyn,Нор-Ачин,und,,,alt,SRC.osm,
AM.STN.Nor_Hachyn,Նոր Հաճն,und,,,alt,SRC.osm,
AM.STN.sp_Almast,sp Almast,ru,,,official,SRC.osm,
AM.STN.sp_Almast,оп Алмаст,und,,,alt,SRC.osm,
AM.STN.sp_Almast,Ալմաստ կառամատույց,und,,,alt,SRC.osm,
AM.STN.sp_Solak,sp Solak,ru,,,official,SRC.osm,
AM.STN.sp_Solak,оп Солак,und,,,alt,SRC.osm,
AM.STN.sp_Solak,Սոլակ կառամատույց,und,,,alt,SRC.osm,
AM.STN.Tsakhkunq,Tsakhkunq,ru,,,official,SRC.osm,
AM.STN.Tsakhkunq,Цахкунк,und,,,alt,SRC.osm,
AM.STN.Tsakhkunq,Ծաղկունք,und,,,alt,SRC.osm,
AM.STN.sp_Shogher,sp Shogher,ru,,,official,SRC.osm,
AM.STN.sp_Shogher,оп Шогер,und,,,alt,SRC.osm,
AM.STN.sp_Shogher,Շողեր կառամատույց,und,,,alt,SRC.osm,
AM.STN.Meghradzor,Meghradzor,ru,,,official,SRC.osm,
AM.STN.Meghradzor,Меградзор,und,,,alt,SRC.osm,
AM.STN.Meghradzor,Մեղրաձոր,und,,,alt,SRC.osm,
AM.STN.Aygevan,Aygevan,ru,,,official,SRC.osm,
AM.STN.Aygevan,Айгеван,und,,,alt,SRC.osm,
AM.STN.Aygevan,Այգևան,und,,,alt,SRC.osm,
AM.STN.sp_Haykashen,sp Haykashen,ru,,,official,SRC.osm,
AM.STN.sp_Haykashen,оп Айкашен,und,,,alt,SRC.osm,
AM.STN.sp_Haykashen,Հայկաշեն կառամատույց,und,,,alt,SRC.osm,
AM.STN.Anushavan_station,Anushavan station,ru,,,official,SRC.osm,
AM.STN.Anushavan_station,Անուշավան կայարան,und,,,alt,SRC.osm,
AM.STN.Panik_Railway_Station,Panik Railway Station,ru,,,official,SRC.osm,
AM.STN.Panik_Railway_Station,Փանիկ կայարան,und,,,alt,SRC.osm,
AM.STN.Panik_Railway_Station,Փանիկի կայարան,und,,,alt,SRC.osm,
AM.STN.Charbakh,Charbakh,ru,,,official,SRC.osm,
AM.STN.Charbakh,Tcharbakh,und,,,alt,SRC.osm,
AM.STN.Charbakh,Tscharbach,und,,,alt,SRC.osm,
AM.STN.Charbakh,Чарбах,und,,,alt,SRC.osm,
AM.STN.Charbakh,Չարբախ,und,,,alt,SRC.osm,
AM.STN.Charbakh,چارباخ,und,,,alt,SRC.osm,
AM.STN.Artashat_Bus_station,Artashat Bus station,ru,,,official,SRC.osm,
AM.STN.Artashat_Bus_station,Автовокзал Арташата,und,,,alt,SRC.osm,
AM.STN.Artashat_Bus_station,Արտաշատի ավտոկայան,und,,,alt,SRC.osm,
AM.STN.Akhtala,Akhtala,ru,,,official,SRC.osm,
AM.STN.Akhtala,Ахтала,und,,,alt,SRC.osm,
AM.STN.Akhtala,Ախթալա,und,,,alt,SRC.osm,
AM.STN.Haghpat,Haghpat,ru,,,official,SRC.osm,
AM.STN.Haghpat,Ахпат,und,,,alt,SRC.osm,
AM.STN.Haghpat,Հաղպատ,und,,,alt,SRC.osm,
AM.STN.Tumanyan,Tumanyan,ru,,,official,SRC.osm,
AM.STN.Tumanyan,Туманян,und,,,alt,SRC.osm,
AM.STN.Tumanyan,Թումանյան,und,,,alt,SRC.osm,
AM.STN.Mayisyan,Mayisyan,ru,,,official,SRC.osm,
AM.STN.Mayisyan,Маисян,und,,,alt,SRC.osm,
AM.STN.Mayisyan,Մայիսյան,und,,,alt,SRC.osm,
AM.STN.Pambak,Pambak,ru,,,official,SRC.osm,
AM.STN.Pambak,Памбак,und,,,alt,SRC.osm,
AM.STN.Pambak,Փամբակ,und,,,alt,SRC.osm,
AM.STN.Nalband,Nalband,ru,,,official,SRC.osm,
AM.STN.Nalband,Налбанд,und,,,alt,SRC.osm,
AM.STN.Nalband,Նալբանդ,und,,,alt,SRC.osm,
AM.STN.Jajur,Jajur,ru,,,official,SRC.osm,
AM.STN.Jajur,Джаджур,und,,,alt,SRC.osm,
AM.STN.Jajur,Ջաջուռ,und,,,alt,SRC.osm,
AM.STN.Kaltakhchi,Kaltakhchi,ru,,,official,SRC.osm,
AM.STN.Kaltakhchi,Калтахчи,und,,,alt,SRC.osm,
AM.STN.Kaltakhchi,Ղալթախչի,und,,,alt,SRC.osm,
AM.STN.Armavir,Armavir,ru,,,official,SRC.osm,
AM.STN.Armavir,Армавир,und,,,alt,SRC.osm,
AM.STN.Armavir,Արմավիր,und,,,alt,SRC.osm,
AM.STN.Armavir,არმავირი,und,,,alt,SRC.osm,
AM.STN.Sovetakan,Sovetakan,ru,,,official,SRC.osm,
AM.STN.Sovetakan,Советакан,und,,,alt,SRC.osm,
AM.STN.Sovetakan,Սովետական,und,,,alt,SRC.osm,
AM.STN.Noragavit,Noragavit,ru,,,official,SRC.osm,
AM.STN.Noragavit,Норагавит,und,,,alt,SRC.osm,
AM.STN.Noragavit,Նորագավիթ,und,,,alt,SRC.osm,
AM.STN.sp_Sis,sp Sis,ru,,,official,SRC.osm,
AM.STN.sp_Sis,оп Сис,und,,,alt,SRC.osm,
AM.STN.sp_Sis,Սիս կառամատույց,und,,,alt,SRC.osm,
AM.STN.sp_Jrapi,sp Jrapi,ru,,,official,SRC.osm,
AM.STN.sp_Jrapi,оп Джрапи,und,,,alt,SRC.osm,
AM.STN.sp_Jrapi,Ջրափի կառամատույց,und,,,alt,SRC.osm,
AM.STN.Aghin,Aghin,ru,,,official,SRC.osm,
AM.STN.Aghin,Ахин,und,,,alt,SRC.osm,
AM.STN.Aghin,Աղին,und,,,alt,SRC.osm,
AM.STN.Mkhchyan,Mkhchyan,ru,,,official,SRC.osm,
AM.STN.Mkhchyan,Мхчян,und,,,alt,SRC.osm,
AM.STN.Mkhchyan,Մխչյան,und,,,alt,SRC.osm,
AM.STN.sp_Dallar,sp Dallar,ru,,,official,SRC.osm,
AM.STN.sp_Dallar,оп Даллар,und,,,alt,SRC.osm,
AM.STN.sp_Dallar,Դալար կառամատույց,und,,,alt,SRC.osm,
AM.STN.sp_Nor_Kyank,sp Nor Kyank,ru,,,official,SRC.osm,
AM.STN.sp_Nor_Kyank,оп Нор Кянк,und,,,alt,SRC.osm,
AM.STN.sp_Nor_Kyank,Նոր Կյանք կառամատույց,und,,,alt,SRC.osm,
AM.STN.sp_Shahumyan,sp Shahumyan,ru,,,official,SRC.osm,
AM.STN.sp_Shahumyan,оп ЮВА,und,,,alt,SRC.osm,
AM.STN.sp_Shahumyan,Շահումյան կառամատույց,und,,,alt,SRC.osm,
AM.STN.sp_Shampayn,sp Shampayn,ru,,,official,SRC.osm,
AM.STN.sp_Shampayn,оп Шампайн,und,,,alt,SRC.osm,
AM.STN.sp_Shampayn,Շամպայն կառամատույց,und,,,alt,SRC.osm,
AM.STN.sp_Avshar,sp Avshar,ru,,,official,SRC.osm,
AM.STN.sp_Avshar,оп Авшар,und,,,alt,SRC.osm,
AM.STN.sp_Avshar,Ավշար կառամատույց,und,,,alt,SRC.osm,
AM.STN.Ararat,Ararat,ru,,,official,SRC.osm,
AM.STN.Ararat,Арарат,und,,,alt,SRC.osm,
AM.STN.Ararat,Արարատ,und,,,alt,SRC.osm,
AM.STN.sp_Zod,sp Zod,ru,,,official,SRC.osm,
AM.STN.sp_Zod,оп Зод,und,,,alt,SRC.osm,
AM.STN.sp_Zod,Զոդ կառամատույց,und,,,alt,SRC.osm,
AM.STN.Kanaker,Kanaker,ru,,,official,SRC.osm,
AM.STN.Kanaker,Канакер,und,,,alt,SRC.osm,
AM.STN.Kanaker,Քանաքեռ,und,,,alt,SRC.osm,
AM.STN.Abovyan,Abovyan,ru,,,official,SRC.osm,
AM.STN.Abovyan,Абовян,und,,,alt,SRC.osm,
AM.STN.Abovyan,Աբովյան,und,,,alt,SRC.osm,
AM.STN.Nurnus,Nurnus,ru,,,official,SRC.osm,
AM.STN.Nurnus,Нурнус,und,,,alt,SRC.osm,
AM.STN.Nurnus,Նուռնուս,und,,,alt,SRC.osm,
AM.STN.Charentsavan,Charentsavan,ru,,,official,SRC.osm,
AM.STN.Charentsavan,Чаренцаван,und,,,alt,SRC.osm,
AM.STN.Charentsavan,Չարենցավան,und,,,alt,SRC.osm,
AM.STN.Kakhsi,Kakhsi,ru,,,official,SRC.osm,
AM.STN.Kakhsi,Кахси,und,,,alt,SRC.osm,
AM.STN.Kakhsi,Քախսի,und,,,alt,SRC.osm,
AM.STN.Solak,Solak,ru,,,official,SRC.osm,
AM.STN.Solak,Солак,und,,,alt,SRC.osm,
AM.STN.Solak,Սոլակ,und,,,alt,SRC.osm,
AM.STN.Hrazdan,Hrazdan,ru,,,official,SRC.osm,
AM.STN.Hrazdan,Раздан,und,,,alt,SRC.osm,
AM.STN.Hrazdan,Հրազդան,und,,,alt,SRC.osm,
AM.STN.sp_Ddmashen,sp Ddmashen,ru,,,official,SRC.osm,
AM.STN.sp_Ddmashen,оп Ддмашен,und,,,alt,SRC.osm,
AM.STN.sp_Ddmashen,Դդմաշեն կառամատույց,und,,,alt,SRC.osm,
AM.STN.sp_Varser,sp Varser,ru,,,official,SRC.osm,
AM.STN.sp_Varser,оп Варсер,und,,,alt,SRC.osm,
AM.STN.sp_Varser,Վարսեր կառամատույց,und,,,alt,SRC.osm,
AM.STN.Tsovagyugh,Tsovagyugh,ru,,,official,SRC.osm,
AM.STN.Tsovagyugh,Цовагюх,und,,,alt,SRC.osm,
AM.STN.Tsovagyugh,Ծովագյուղ,und,,,alt,SRC.osm,
AM.STN.sp_Island,sp Island,ru,,,official,SRC.osm,
AM.STN.sp_Island,Insel,und,,,alt,SRC.osm,
AM.STN.sp_Island,оп Остров,und,,,alt,SRC.osm,
AM.STN.sp_Island,Կղզի կառամատույց,und,,,alt,SRC.osm,
AM.STN.sp_Arevik,sp Arevik,ru,,,official,SRC.osm,
AM.STN.sp_Arevik,оп Аревик,und,,,alt,SRC.osm,
AM.STN.sp_Arevik,Արևիկ կառամատույց,und,,,alt,SRC.osm,
AM.STN.sp_Tsitsernak,sp Tsitsernak,ru,,,official,SRC.osm,
AM.STN.sp_Tsitsernak,оп Цицернак,und,,,alt,SRC.osm,
AM.STN.sp_Tsitsernak,Ծիծեռնակ կառամատույց,und,,,alt,SRC.osm,
AM.STN.Shorzha,Shorzha,ru,,,official,SRC.osm,
AM.STN.Shorzha,Schorscha,und,,,alt,SRC.osm,
AM.STN.Shorzha,Шоржа,und,,,alt,SRC.osm,
AM.STN.Shorzha,Շորժա,und,,,alt,SRC.osm,
AM.STN.51_km,51 km,ru,,,official,SRC.osm,
AM.STN.51_km,51 км,und,,,alt,SRC.osm,
AM.STN.51_km,51 կմ,und,,,alt,SRC.osm,
AM.STN.Meghrashen_Railway_Station,Meghrashen Railway Station,ru,,,official,SRC.osm,
AM.STN.Meghrashen_Railway_Station,Մեղրաշեն կայարան,und,,,alt,SRC.osm,
AM.STN.Martuni_Bus_station,Martuni Bus station,ru,,,official,SRC.osm,
AM.STN.Martuni_Bus_station,"Автобусная станция ""Мартуни""",und,,,alt,SRC.osm,
AM.STN.Martuni_Bus_station,Մարտունիի ավտոկայան,und,,,alt,SRC.osm,
AM.STN.Vanadzor,Vanadzor,ru,,,official,SRC.osm,
AM.STN.Vanadzor,Ванадзор,und,,,alt,SRC.osm,
AM.STN.Vanadzor,Վանաձոր,und,,,alt,SRC.osm,
AM.STN.Vanadzor,ვანაძორი,und,,,alt,SRC.osm,
AM.STN.Getap,Getap,ru,,,official,SRC.osm,
AM.STN.Getap,Գետափ,und,,,alt,SRC.osm,
AM.STN.Kakavadzor,Kakavadzor,ru,,,official,SRC.osm,
AM.STN.Kakavadzor,Какавадзор,und,,,alt,SRC.osm,
AM.STN.Kakavadzor,Կաքավաձոր,und,,,alt,SRC.osm,
AM.STN.Fioletovo,Fioletovo,ru,,,official,SRC.osm,
AM.STN.Fioletovo,Фиолетово,und,,,alt,SRC.osm,
AM.STN.Fioletovo,Ֆիոլետովո,und,,,alt,SRC.osm,
AM.STN.Maralik,Maralik,ru,,,official,SRC.osm,
AM.STN.Maralik,Маралик,und,,,alt,SRC.osm,
AM.STN.Maralik,Մարալիկ,und,,,alt,SRC.osm,
AM.STN.Pemzashen,Pemzashen,ru,,,official,SRC.osm,
AM.STN.Pemzashen,Пемзашен,und,,,alt,SRC.osm,
AM.STN.Pemzashen,Պեմզաշեն,und,,,alt,SRC.osm,
AM.STN.Spandaryan,Spandaryan,ru,,,official,SRC.osm,
AM.STN.Spandaryan,Спандарян,und,,,alt,SRC.osm,
AM.STN.Spandaryan,Սպանդարյան,und,,,alt,SRC.osm,
AM.STN.Proshyan,Proshyan,ru,,,official,SRC.osm,
AM.STN.Proshyan,Прошян,und,,,alt,SRC.osm,
AM.STN.Proshyan,Պռոշյան,und,,,alt,SRC.osm,
AM.STN.Areg,Areg,ru,,,official,SRC.osm,
AM.STN.Areg,Арег,und,,,alt,SRC.osm,
AM.STN.Areg,Արեգ,und,,,alt,SRC.osm,
AM.STN.Red_Hill,Red Hill,ru,,,official,SRC.osm,
AM.STN.Red_Hill,Красный холм,und,,,alt,SRC.osm,
AM.STN.Red_Hill,Կարմիր Բլուր,und,,,alt,SRC.osm,
AM.STN.Red_Hill,Կարմիր բլուր,und,,,alt,SRC.osm,
AM.STN.Arshaluys,Arshaluys,ru,,,official,SRC.osm,
AM.STN.Arshaluys,Аршалуйс,und,,,alt,SRC.osm,
AM.STN.Arshaluys,Արշալույս,und,,,alt,SRC.osm,
AM.STN.Last_stop_of_n._22_bus,Last stop of n. 22 bus,ru,,,official,SRC.osm,
AM.STN.Last_stop_of_n._22_bus,22-ի կանեց,und,,,alt,SRC.osm,
AM.STN.Last_stop_of_n._22_bus,22-ի վերջին կանգառ,und,,,alt,SRC.osm,
AM.STN.Yeritasardakan,Yeritasardakan,ru,,,official,SRC.osm,
AM.STN.Yeritasardakan,Jeritasardakan,und,,,alt,SRC.osm,
AM.STN.Yeritasardakan,Еритасардакан,und,,,alt,SRC.osm,
AM.STN.Yeritasardakan,Еритасардакан (Молодёжная),und,,,alt,SRC.osm,
AM.STN.Yeritasardakan,Երիտասարդական,und,,,alt,SRC.osm,
AM.STN.Yeritasardakan,یریتاسارداکان,und,,,alt,SRC.osm,
AM.STN.Bus_for_Hrazdan_Gavar,"Bus for Hrazdan, Gavar",ru,,,official,SRC.osm,
AM.STN.sp_Aygevan,sp Aygevan,ru,,,official,SRC.osm,
AM.STN.sp_Aygevan,оп Айгеван,und,,,alt,SRC.osm,
AM.STN.sp_Aygevan,Այգևան կառամատույց,und,,,alt,SRC.osm,
AM.STN.sp_Mrgashat,sp Mrgashat,ru,,,official,SRC.osm,
AM.STN.sp_Mrgashat,оп Мргашат,und,,,alt,SRC.osm,
AM.STN.sp_Mrgashat,Մրգաշատ կառամատույց,und,,,alt,SRC.osm,
AM.STN.Vardanats,Vardanats,ru,,,official,SRC.osm,
AM.STN.Archut,Archut,ru,,,official,SRC.osm,
AM.STN.Archut,Арчут,und,,,alt,SRC.osm,
AM.STN.Archut,Արջուտ,und,,,alt,SRC.osm,
AM.STN.Alaverdi,Alaverdi,ru,,,official,SRC.osm,
AM.STN.Alaverdi,Алаверди,und,,,alt,SRC.osm,
AM.STN.Alaverdi,Ալավերդի,und,,,alt,SRC.osm,
AM.STN.Yeghvard_269,Yeghvard 269,ru,,,official,SRC.osm,
AM.STN.Marshal_Baghramyan,Marshal Baghramyan,ru,,,official,SRC.osm,
AM.STN.Marshal_Baghramyan,Marchal Baghramian,und,,,alt,SRC.osm,
AM.STN.Marshal_Baghramyan,Marschall Baghramjan,und,,,alt,SRC.osm,
AM.STN.Marshal_Baghramyan,Маршал Баграмян,und,,,alt,SRC.osm,
AM.STN.Marshal_Baghramyan,Сараланджи,und,,,alt,SRC.osm,
AM.STN.Marshal_Baghramyan,Մարշալ Բաղրամյան,und,,,alt,SRC.osm,
AM.STN.Marshal_Baghramyan,مارشال باغرامیان,und,,,alt,SRC.osm,
AM.STN.Vardenis_bus_station,Vardenis bus station,ru,,,official,SRC.osm,
AM.STN.Avtokayan,Ավտոկայան,ru,,,official,SRC.osm,
AM.STN.Berd_Bus_station,Berd Bus station,ru,,,official,SRC.osm,
AM.STN.Berd_Bus_station,Автостанция Берд,und,,,alt,SRC.osm,
AM.STN.Berd_Bus_station,Բերդ ավտոկայան,und,,,alt,SRC.osm,
AM.STN.Unofficial_bus_stop_Tabriz__Yerevan,Unofficial bus stop Tabriz <> Yerevan,ru,,,official,SRC.osm,
AM.STN.Hamar_1,Համար 1,ru,,,official,SRC.osm,
AM.STN.Zovashen,Zovashen,ru,,,official,SRC.osm,
AM.STN.Zovashen,Зовашен,und,,,alt,SRC.osm,
AM.STN.Zovashen,Զովաշեն,und,,,alt,SRC.osm,
AM.STN.sp_Isahakyan,sp Isahakyan,ru,,,official,SRC.osm,
AM.STN.sp_Isahakyan,оп Исаакян,und,,,alt,SRC.osm,
AM.STN.sp_Isahakyan,Իսահակյան կառամատույց,und,,,alt,SRC.osm,
AM.STN.Zepyur,Zepyur,ru,,,official,SRC.osm,
AM.STN.Zepyur,Զեփյուռ,und,,,alt,SRC.osm,
AM.STN.Vahagnadzor,Վահագնաձոր,ru,,,official,SRC.osm,
AM.STN.Vahagnadzor,Shahali,und,,,alt,SRC.osm,
AM.STN.Vahagnadzor,Шагали,und,,,alt,SRC.osm,
AM.STN.Vahagnadzor,Շահալի,und,,,alt,SRC.osm,
AM.STN.Sadakhlo,Sadakhlo,ru,,,official,SRC.osm,
AM.STN.Sadakhlo,Sadaxlı,und,,,alt,SRC.osm,
AM.STN.Sadakhlo,Садахло,und,,,alt,SRC.osm,
AM.STN.Sadakhlo,სადახლო,und,,,alt,SRC.osm,
